場所,レース,クラス,馬番,馬名,MS_index,MS_index_value,総合係数,総合判定,基準値,未勝利,コース,(判定),O_Month,O_Level,(判定),O_Trouble,O_Bias,(複合判定),S_Female,S_Handi,(複合判定),重賞,(判定),血統,(判定),騎手,(判定),総合係数
8,08_8,23,10,レイデラティエラ,6.7,47.54,0.587,E,81.0,1.0,0.81862,E,1.038,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,1.07904,B,0.85691,E,0.587
8,08_8,23,11,ドルチェリターン,8.17,57.96,0.644,E,90.0,1.0,0.76814,E,1.038,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,1.07712,B,1.00391,,0.644
8,08_8,23,12,マンオブノーブル,14.13,100.24,1.253,SS,80.0,1.0,1.11481,A,1.038,0.727,E,1.0,1.0,,1.0,1.0,,1.0,,1.19615,S,1.24561,S,1.253
8,08_9,43,1,ポートデラメール,12.65,127.76,1.266,SS,100.8,1.0,0.88389,D,1.028,1.002,,1.094,1.0,B,1.239,1.0,S,1.0,,1.0,,1.02614,,1.266
8,08_9,43,2,スニーカースキル,13.99,141.32,1.536,SS,92.0,1.0,0.99871,,1.028,0.971,,1.0,1.146,A,1.035,1.0,,1.0,,1.04869,D,1.23909,S,1.536
8,08_9,43,3,トゥロン,4.69,47.42,0.515,E,92.0,1.0,0.7668,E,1.028,0.749,E,0.911,1.0,D,0.993,1.0,,1.0,,1.0,,0.9651,,0.515
8,08_9,43,4,ランスオブセヘル,6.56,66.29,0.744,E,89.0,1.0,0.8782,D,1.028,0.681,E,1.05,1.0,B,1.17,1.0,S,1.0,,0.99497,,0.99046,,0.744
8,08_9,43,5,エルサトアナ,4.57,46.12,0.542,E,85.0,1.0,0.91703,D,1.028,0.719,E,1.0,1.0,,0.906,1.0,D,1.0,,0.82973,E,1.0642,B,0.542
8,08_9,43,6,オカメノコイ,2.06,20.82,0.306,E,68.0,1.0,0.80292,E,1.028,0.653,E,0.787,0.812,E,0.775,1.0,E,1.0,,1.20619,S,0.94923,D,0.306
8,08_9,43,7,ウィップスティッチ,2.56,25.82,0.368,E,70.0,1.0,0.75983,E,1.028,0.681,E,0.949,1.0,D,0.807,1.0,E,1.0,,0.89616,D,1.00907,,0.368
8,08_9,43,8,ヤマニンバロネス,4.89,49.43,0.561,E,88.0,1.0,0.75108,E,1.028,0.614,E,0.978,1.041,,0.932,1.0,D,1.0,,1.18491,S,1.05321,B,0.561
8,08_9,43,9,ホウショウマリス,6.9,69.75,0.783,E,89.0,1.0,0.96013,,1.028,0.747,E,1.0,1.0,,0.993,1.0,,1.0,,1.16655,S,0.91651,D,0.783
8,08_9,43,10,ラヴオントップ,1.57,15.86,0.221,E,72.0,1.0,0.67919,E,1.028,0.481,E,0.949,1.0,D,0.758,1.0,E,1.0,,1.18032,S,0.77333,E,0.221
8,08_9,43,11,サザーランド,2.69,27.19,0.357,E,76.0,1.0,0.66106,E,1.028,0.681,E,1.0,1.0,,0.799,1.0,E,1.0,,1.03592,,0.93302,D,0.357
8,08_9,43,12,グラスブランシュ,2.43,24.57,0.307,E,80.0,1.0,0.71129,E,1.028,0.569,E,0.91,1.0,D,0.88,1.0,D,1.0,,1.0,,0.92201,D,0.307
8,08_9,43,13,ワイノナオミ,10.63,107.37,1.074,B,100.0,1.0,1.11897,A,1.028,0.975,,0.977,1.0,,0.954,1.0,D,1.0,,1.14588,A,0.89624,D,1.074
8,08_9,43,14,ミライテーラー,4.35,43.97,0.465,E,94.5,1.0,0.94076,D,1.028,0.681,E,1.0,1.0,,0.938,1.0,D,1.0,,0.91215,D,0.82512,E,0.465
8,08_9,43,15,マジックローズ,15.57,157.26,1.709,SS,92.0,1.0,1.09758,B,1.028,1.127,A,1.0,1.0,,1.106,1.0,A,1.0,,1.08041,B,1.12493,A,1.709
8,08_9,43,16,ミロワール,3.88,39.19,0.472,E,83.0,1.0,0.74794,E,1.028,0.651,E,1.0,1.0,,0.86,1.0,E,1.0,,1.15113,A,0.95204,D,0.472
8,08_10,43,1,キングブルー,9.01,86.04,0.977,,88.0,1.0,1.15071,A,1.028,0.681,E,1.0,1.09,B,1.0,1.0,,1.0,,1.0083,,1.10358,A,0.977
8,08_10,43,2,アスクキングコング,3.17,30.31,0.361,E,84.0,1.0,0.7672,E,1.028,0.581,E,1.0,1.0,,1.0,1.0,,1.0,,0.90804,D,0.86719,E,0.361
8,08_10,43,3,ワンダースティング,5.69,54.4,0.697,E,78.0,1.0,0.84892,E,1.028,0.714,E,1.0,1.0,,1.0,1.0,,1.0,,1.0264,,1.09018,B,0.697
8,08_10,43,4,メイショウタイピン,2.25,21.52,0.307,E,70.0,1.0,0.88134,D,1.028,0.654,E,0.803,0.824,E,1.0,1.0,,1.0,,0.91389,D,0.85714,E,0.307
8,08_10,43,5,バトンインディ,2.92,27.88,0.48,E,58.0,1.0,0.70735,E,1.028,0.551,E,1.0,1.0,,1.0,1.0,,1.0,,1.17842,S,1.01761,,0.48
8,08_10,43,6,スマートカイロス,9.19,87.82,1.171,S,75.0,1.0,0.81887,E,1.028,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.28517,SS,1.082,B,1.171
8,08_10,43,7,メイショウヤシマ,9.35,89.33,0.961,,93.0,1.0,0.935,D,1.028,0.795,E,1.0,1.064,B,1.0,1.0,,1.0,,1.03196,,1.14484,A,0.961
8,08_10,43,8,ショーダンサー,11.67,111.52,1.327,SS,84.0,1.0,0.95605,D,1.028,0.96,,1.0,1.0,,1.0,1.0,,1.0,,1.29917,SS,1.08221,B,1.327
8,08_10,43,9,グラティアスミノル,3.15,30.05,0.375,E,80.0,1.0,0.72469,E,1.028,0.681,E,0.855,1.0,E,1.0,1.0,,1.0,,1.0,,0.86493,E,0.375
8,08_10,43,10,アルベリック,4.1,39.19,0.53,E,74.0,1.0,0.65191,E,1.028,0.963,,0.894,1.0,D,1.0,1.0,,1.0,,0.921,D,0.99695,,0.53
8,08_10,43,11,トーアシオン,4.5,43.03,0.606,E,71.0,1.0,0.83338,E,1.028,0.681,E,1.0,1.0,,1.0,1.0,,1.0,,1.16691,S,0.88946,D,0.606
8,08_10,43,12,バッケンレコード,8.11,77.47,0.922,D,84.0,1.0,0.95437,D,1.028,0.681,E,1.0,1.0,,1.0,1.0,,1.0,,1.05681,B,1.30518,SS,0.922
8,08_10,43,13,マイティマイティー,4.44,42.42,0.493,E,86.0,1.0,0.69322,E,1.028,0.624,E,1.0,1.0,,1.0,1.0,,1.0,,1.1836,S,0.93615,D,0.493
8,08_10,43,14,メイショウカシワデ,13.02,124.4,1.48,SS,84.0,1.0,1.02613,,1.028,0.93,D,1.0,1.0,,1.0,1.0,,1.0,,1.40101,SS,1.07687,B,1.48
8,08_10,43,15,トゥルブレンシア,4.73,45.16,0.578,E,78.0,1.0,0.79988,E,1.028,0.649,E,1.0,1.0,,1.0,1.0,,1.0,,1.21128,S,0.89484,D,0.578
8,08_10,43,16,メイケイロゼッタ,4.7,44.88,0.599,E,75.0,1.0,0.83811,E,1.028,0.641,E,1.0,1.0,,1.0,1.0,,1.0,,1.01713,,1.06567,B,0.599
8,08_11,179,1,マイネルケレリウス,3.62,45.13,0.451,E,100.0,1.0,1.04425,D,0.997,0.643,E,1.0,1.0,,1.0,0.854,E,1.0,,1.07101,B,0.73655,E,0.451
8,08_11,179,2,サトノグランツ,5.49,68.46,0.566,E,121.0,1.0,0.88204,D,0.997,0.689,E,1.0,1.0,,1.0,0.944,D,1.0,,0.9894,,1.0,,0.566
8,08_11,179,3,ドクタードリトル,3.46,43.1,0.489,E,88.0,1.0,0.94482,D,0.997,0.747,E,1.0,1.0,,1.0,0.769,E,1.0,,1.06343,B,0.8506,E,0.489
8,08_11,179,4,オールナット,5.63,70.15,0.702,E,100.0,1.0,1.03773,,0.997,0.747,E,1.0,1.0,,1.0,1.041,D,1.0,,0.89356,D,0.97589,,0.702
8,08_11,179,5,コーチェラバレー,14.03,174.96,1.697,SS,103.0,1.0,1.15278,A,0.997,1.156,A,1.0,1.0,,1.0,0.944,D,1.0,,1.13834,A,1.18878,S,1.697
8,08_11,179,6,ゲルチュタール,17.21,214.61,1.662,SS,129.0,1.0,1.19004,S,0.997,1.172,S,1.0,1.0,,1.0,1.216,S,1.0,,0.95542,D,1.02903,,1.662
8,08_11,179,7,ファミリータイム,7.76,96.76,0.887,D,109.0,1.0,1.24841,S,0.997,0.765,E,1.0,1.0,,1.0,1.106,A,1.0,,1.02344,,0.82337,E,0.887
8,08_11,179,8,ヤマニンブークリエ,4.84,60.39,0.554,E,109.0,1.0,1.04492,D,0.997,0.633,E,1.0,1.0,,1.0,0.892,D,1.0,,0.97787,,0.96326,,0.554
8,08_11,179,9,リビアングラス,5.69,70.99,0.763,E,93.0,1.0,0.90757,D,0.997,0.767,E,1.0,1.0,,1.0,0.997,,1.0,,1.14035,A,0.9664,,0.763
8,08_11,179,10,サブマリーナ,6.91,86.2,0.791,E,109.0,1.0,0.91872,D,0.997,0.747,E,1.0,1.0,,1.0,1.052,B,1.0,,1.06579,B,1.03065,,0.791
8,08_11,179,11,シャイニングソード,7.87,98.16,1.327,SS,74.0,1.0,1.38613,SS,0.997,1.222,S,1.0,1.0,,1.0,1.032,,1.0,,0.87012,D,0.8748,D,1.327
8,08_11,179,12,ライラック,7.86,97.97,0.844,E,116.0,1.0,1.02358,,0.997,0.747,E,1.0,1.0,,1.0,0.937,D,1.0,,1.08715,B,1.08688,B,0.844
8,08_11,179,13,マイネルクリソーラ,9.62,119.92,1.223,S,98.0,1.0,1.13668,A,0.997,1.122,A,1.0,1.0,,1.0,1.205,S,1.0,,1.08873,B,0.73304,E,1.223
8,08_12,23,1,レッドフェルメール,10.19,137.97,1.516,SS,91.0,1.0,1.13845,A,1.038,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.04457,D,1.22823,S,1.516
8,08_12,23,2,フラッシングレート,4.67,63.24,0.771,E,82.0,1.0,1.02773,,1.038,0.642,E,1.0,1.0,,1.0,1.0,,1.0,,1.07349,B,1.04867,D,0.771
8,08_12,23,3,サク,5.39,72.97,0.924,D,79.0,1.0,1.1866,S,1.038,0.749,E,1.0,1.0,,1.0,1.0,,1.0,,1.09436,B,0.91524,D,0.924
8,08_12,23,4,フラワームーン,3.83,51.8,0.681,E,76.0,1.0,1.09051,B,1.038,0.632,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.9522,D,0.681
8,08_12,23,5,スイッチビスケット,4.49,60.76,0.732,E,83.0,1.0,1.06682,B,1.038,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,0.89678,D,0.98691,,0.732
8,08_12,23,6,ダイヤモンドハンズ,7.99,108.16,1.202,S,90.0,1.0,1.28453,SS,1.038,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,1.13659,A,1.0616,B,1.202
8,08_12,23,7,サニーサルサ,6.93,93.79,1.117,A,84.0,1.0,1.21142,S,1.038,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,1.1731,S,1.01332,,1.117
8,08_12,23,8,デビューフライト,4.46,60.45,0.711,E,85.0,1.0,0.99396,,1.038,0.593,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.16258,S,0.711
8,08_12,23,9,ジョワイユノエル,5.83,78.92,1.012,,78.0,1.0,1.30223,SS,1.038,0.745,E,1.0,1.0,,1.0,1.0,,1.0,,1.0121,,0.99249,,1.012
8,08_12,23,10,アフェシス,5.16,69.83,0.89,D,78.4,1.0,0.78426,E,1.038,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.13389,A,0.96437,,0.89
8,08_12,23,11,パスコード,5.49,74.32,1.062,B,70.0,1.0,1.0949,B,1.038,0.735,E,1.0,1.0,,1.0,1.0,,1.0,,1.12657,A,1.12845,A,1.062
8,08_12,23,12,シンヒダカゴールド,6.87,93.0,1.069,B,87.0,1.0,1.26388,SS,1.038,0.896,D,1.0,1.0,,1.0,1.0,,1.0,,1.03015,,0.8828,D,1.069
8,08_12,23,13,ダノンカゼルタ,6.37,86.31,1.052,B,82.0,1.0,1.09098,B,1.038,0.826,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.12466,A,1.052
8,08_12,23,14,サーナーティオン,9.62,130.29,1.416,SS,92.0,1.0,1.12619,A,1.038,0.791,E,1.0,1.0,,1.0,1.0,,1.0,,1.24996,S,1.22478,S,1.416
8,08_12,23,15,ハイファイスピード,5.74,77.73,0.96,,81.0,1.0,0.99958,,1.038,0.835,E,1.0,1.0,,1.0,1.0,,1.0,,0.99881,,1.10937,A,0.96
8,08_12,23,16,メイショウサチダケ,3.63,49.13,0.614,E,80.0,1.0,0.93741,D,1.038,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.84492,E,0.614
8,08_12,23,17,ブーディガ,0.03,0.37,0.365,E,1.0,1.0,0.79479,E,1.038,0.512,E,1.0,1.0,,1.0,1.0,,1.0,,0.90953,D,0.95065,D,0.365
8,08_12,23,18,マーゴットカーラ,3.32,44.9,0.607,E,74.0,1.0,0.9018,D,1.038,0.643,E,1.0,1.0,,1.0,1.0,,1.0,,1.03452,,0.97433,,0.607
