場所,レース,クラス,馬番,馬名,MS_index,MS_index_value,総合係数,総合判定,基準値,未勝利,コース,(判定),O_Month,O_Level,(判定),O_Trouble,O_Bias,(複合判定),S_Female,S_Handi,(複合判定),重賞,(判定),血統,(判定),騎手,(判定),調教師,(判定),総合係数
10,10_8,23,5,ジュルナール,8.76,24.97,0.448,E,56.0,1.0,0.43974,E,1.019,1.0,,1.0,1.0,,0.985,1.0,,1.0,,1.03863,,0.97636,,0.99649,,0.448
10,10_8,23,6,アンドローゼス,2.63,7.49,0.097,E,76.0,1.0,0.9798,,1.019,0.104,E,1.0,1.0,,0.915,1.0,D,1.0,,0.94665,D,1.0761,B,1.01966,,0.097
10,10_8,23,7,グランセゾン,0.65,1.84,0.13,E,81.0,1.0,1.1148,A,1.019,0.997,,1.0,1.0,,1.095,1.0,B,1.0,,0.99966,,0.1045,E,0.17567,E,0.13
10,10_8,23,8,ウアーシュプルング,4.53,12.9,0.135,E,79.0,1.0,1.09978,B,1.019,0.104,E,1.0,1.0,,1.095,1.0,B,1.0,,1.12603,A,0.93695,D,1.21461,S,0.135
10,10_8,23,9,ロケベンドラ,4.61,13.12,0.336,E,88.0,1.0,0.44886,E,1.019,0.774,E,1.0,1.0,,0.994,1.0,,1.0,,1.01672,,0.93864,D,0.44395,E,0.336
10,10_8,23,10,ミッドタウンナイト,0.74,2.11,0.052,E,77.0,1.0,0.46705,E,1.019,0.104,E,1.0,1.0,,0.985,1.0,,1.0,,1.05682,B,1.01002,,0.5279,E,0.052
10,10_8,23,11,ルナルーチェット,32.85,93.58,1.057,B,90.0,1.0,0.9136,D,1.019,0.82,E,1.0,1.0,,0.992,1.0,,1.0,,1.29067,SS,1.0811,B,0.98457,,1.057
10,10_8,23,12,イリスレーン,9.57,27.25,0.348,E,80.0,1.0,0.99566,,1.019,0.755,E,1.0,1.0,,0.95,1.0,D,1.0,,1.06889,B,0.44698,E,0.97918,,0.348
10,10_8,23,13,ニシノコマチムスメ,5.62,16.0,0.851,E,74.0,1.0,0.97751,,1.019,0.847,E,1.0,1.0,,0.954,1.0,D,1.0,,1.06238,B,0.99472,,0.25408,E,0.851
10,10_8,23,14,アストラッド,10.6,30.2,0.367,E,74.0,1.0,1.2314,S,1.019,0.808,E,1.0,1.0,,0.89,1.0,D,1.0,,0.95331,D,0.42718,E,1.11019,A,0.367
10,10_8,23,15,ソニックドライブ,1.77,5.05,0.056,E,79.0,1.0,1.09989,B,1.019,0.104,E,1.0,1.0,,1.054,1.0,B,1.0,,0.93694,D,0.48469,E,1.14778,A,0.056
10,10_8,23,16,オーケーエンジェル,0.03,0.09,0.014,E,13.0,1.0,0.19574,E,1.019,0.66,E,1.0,1.0,,0.918,1.0,D,1.0,,1.0,,0.11311,E,0.50784,E,0.014
10,10_9,23,1,セイプリーズ,31.28,174.47,1.685,SS,81.0,1.0,1.13996,A,1.019,1.048,D,1.0,1.0,,1.0,1.0,,1.0,,1.06686,B,1.29723,SS,1.27845,SS,1.685
10,10_9,23,2,セゾンデフィーユ,8.4,46.87,1.021,,94.0,1.0,1.16797,S,1.019,0.966,,1.0,1.0,,1.0,1.0,,1.0,,1.09365,B,0.81227,E,0.48804,E,1.021
10,10_9,23,3,パーリーラスター,4.6,25.65,0.296,E,78.0,1.0,0.44376,E,1.019,0.725,E,1.0,1.0,,1.0,1.0,,1.0,,1.05757,B,0.85444,E,1.10956,A,0.296
10,10_9,23,4,ツィスカリーゼ,0.03,0.15,0.036,E,66.0,1.0,0.98594,,1.019,0.036,E,1.0,1.0,,1.0,1.0,,1.0,,0.99771,,1.0,,0.0629,E,0.036
10,10_9,23,5,エコロハート,16.27,90.79,1.075,B,82.0,1.0,1.07222,B,1.019,0.797,E,1.0,1.0,,1.0,1.0,,1.0,,1.05223,B,1.17281,S,1.03023,,1.075
10,10_9,23,6,ベルビースタローン,3.09,17.26,0.204,E,80.0,1.0,0.21486,E,1.019,0.84,E,1.0,1.0,,1.0,1.0,,1.0,,1.04805,D,1.06019,B,1.0559,B,0.204
10,10_9,23,7,セディバン,7.64,42.61,0.512,E,79.0,1.0,0.88328,D,1.019,0.688,E,0.95,0.871,E,1.0,1.0,,1.0,,1.0,,1.0,,1.05173,B,0.512
10,10_9,23,8,グリフォン,4.45,24.8,1.208,S,87.0,1.0,1.22601,S,1.019,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.96678,,0.23599,E,1.208
10,10_9,23,9,スウィートリワード,0.56,3.11,0.291,E,57.0,1.0,0.43034,E,1.019,0.733,E,0.886,1.0,D,1.0,1.0,,1.0,,0.96517,,1.05743,B,0.18762,E,0.291
10,10_9,23,10,ヤマニンレセディ,7.04,39.29,0.399,E,79.0,1.0,0.4313,E,1.019,0.771,E,1.0,1.0,,1.0,1.0,,1.0,,0.96529,,1.22059,S,1.24502,S,0.399
10,10_9,23,11,ヴィヴァクラウン,0.65,3.61,0.097,E,78.0,1.0,1.09567,B,1.019,0.746,E,1.0,1.0,,1.0,1.0,,1.0,,0.96395,,0.12095,E,0.47703,E,0.097
10,10_9,23,12,ロンドンアームズ,5.48,30.55,0.896,D,73.0,1.0,1.08598,B,1.019,0.595,E,1.0,1.0,,1.0,1.0,,1.0,,1.36456,SS,0.99777,,0.46689,E,0.896
10,10_9,23,13,カウンターセブン,7.87,43.92,0.977,,80.0,1.0,1.10672,A,1.019,0.836,E,1.0,1.0,,1.0,1.0,,1.0,,1.01064,,1.02501,,0.56186,E,0.977
10,10_9,23,14,アウクソー,0.79,4.38,0.147,E,77.0,1.0,1.14949,A,1.019,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.07222,B,1.12323,A,0.38853,E,0.147
